repo,login,country,city,lat,lon,contributions,raw_location
mlflow/mlflow,gabrielfu,,,,,37,Hong Kong
mlflow/mlflow,mateiz,United States,San Francisco,37.7749,-122.4194,37,"San Francisco, CA"
mlflow/mlflow,hubertzub-db,,,,,36,"Białystok, Poland"
mlflow/mlflow,michael-berk,United States,New York,40.7128,-74.006,31,"New York, NY"
mlflow/mlflow,dmatrix,,,,,29,"Fremont, CA"
mlflow/mlflow,xq-yin,,,,,29,
mlflow/mlflow,arpitjasa-db,,,,,27,
keras-team/keras,fchollet,,,,,3912,
keras-team/keras,tensorflower-gardener,,,,,572,
keras-team/keras,qlzh727,,,,,422,California
keras-team/keras,hertschuh,,,,,387,
keras-team/keras,james77777778,,,,,231,"Taipei, Taiwan"
keras-team/keras,haifeng-jin,,,,,211,
keras-team/keras,farizrahman4u,India,Bangalore,12.9716,77.5946,209,"Kochi, India"
keras-team/keras,mattdangerw,United States,San Francisco,37.7749,-122.4194,207,San Francisco
keras-team/keras,chenmoneygithub,,,,,189,Mountain View
keras-team/keras,taehoonlee,,,,,164,"Seoul, South Korea"
keras-team/keras,gabrieldemarmiesse,France,Paris,48.8566,2.3522,127,"Paris, France"
keras-team/keras,shashaka,,,,,118,"South korea, Suwon"
keras-team/keras,sampathweb,United States,San Francisco,37.7749,-122.4194,115,"San Francisco, CA"
keras-team/keras,nkovela1,United States,San Francisco,37.7749,-122.4194,114,San Francisco
keras-team/keras,SamuelMarks,,,,,111,
keras-team/keras,divyashreepathihalli,,,,,108,
keras-team/keras,ozabluda,,,,,107,Silicon Valley
keras-team/keras,goyaladitya05,India,Bangalore,12.9716,77.5946,91,India
keras-team/keras,Frightera,United Kingdom,London,51.5072,-0.1276,81,London
keras-team/keras,rchao,,,,,75,
keras-team/keras,EderSantana,,,,,65,"Mountain View, CA | São Luís, Brazil"
keras-team/keras,phreeza,Germany,Berlin,52.52,13.405,62,Germany
keras-team/keras,sachinprasadhs,United States,San Francisco,37.7749,-122.4194,54,"San Jose, CA, USA"
keras-team/keras,Faisal-Alsrheed,,,,,53,
keras-team/keras,wxs,Canada,Toronto,43.6532,-79.3832,53,Toronto
keras-team/keras,grasskin,,,,,46,
keras-team/keras,maxpumperla,,,,,44,remote
keras-team/keras,soumik12345,India,Bangalore,12.9716,77.5946,42,"Kolkata, West Bengal, India"
keras-team/keras,dependabot[bot],,,,,40,
keras-team/keras,old-school-kid,India,Bangalore,12.9716,77.5946,38,"Mumbai, India"
keras-team/keras,the-moliver,,,,,37,"Woodinville, WA"
keras-team/keras,pavithrasv,,,,,36,
keras-team/keras,hazemessamm,,,,,36,
keras-team/keras,nzw0301,Japan,Tokyo,35.6762,139.6503,35,Japan
keras-team/keras,k-w-w,,,,,34,
keras-team/keras,MarcosAsh,,,,,34,Exeter
keras-team/keras,LukeWood,,,,,33,
keras-team/keras,awsaf49,United States,San Francisco,37.7749,-122.4194,32,"California, USA"
keras-team/keras,matsuyamax,,,,,32,
keras-team/keras,Mohamed-Ashraf273,,,,,32,
openai/openai-python,stainless-app[bot],,,,,662,
openai/openai-python,stainless-bot,,,,,276,The Ether
openai/openai-python,RobertCraigie,,,,,96,Scotland
openai/openai-python,hallacy,United States,San Francisco,37.7749,-122.4194,29,San Francisco
openai/openai-python,apcha-oai,,,,,26,
openai/openai-python,rachellim,,,,,14,
openai/openai-python,logankilpatrick,,,,,13,Chicago | SF Bay
openai/openai-python,dtmeadows,,,,,9,
openai/openai-python,kristapratico,United States,San Francisco,37.7749,-122.4194,9,"Redmond, Washington, USA, Earth"
openai/openai-python,ddeville,United States,San Francisco,37.7749,-122.4194,7,"San Francisco, CA"
openai/openai-python,mpokrass,,,,,7,
openai/openai-python,atty-openai,,,,,6,
openai/openai-python,sorinsuciu-msft,,,,,6,Munich
openai/openai-python,jhallard,United States,San Francisco,37.7749,-122.4194,5,"San Francisco, CA"
openai/openai-python,schnerd,United States,San Francisco,37.7749,-122.4194,4,"San Francisco, CA"
openai/openai-python,cmurtz-msft,,,,,4,Munich
openai/openai-python,borisdayma,,,,,4,
openai/openai-python,BorisPower,,,,,3,
openai/openai-python,gdb,United States,San Francisco,37.7749,-122.4194,3,"San Francisco, CA"
openai/openai-python,harupy,Japan,Tokyo,35.6762,139.6503,3,Japan
openai/openai-python,karpetrosyan,,,,,3,Armenia
openai/openai-python,ted-at-openai,,,,,3,
openai/openai-python,t-asutedjo,,,,,3,
openai/openai-python,cameron-mcateer,,,,,2,
openai/openai-python,christinakim,,,,,2,
openai/openai-python,joe-at-openai,,,,,2,
openai/openai-python,zafercavdar,,,,,2,"Istanbul, Turkey"
openai/openai-python,fizzyagent,,,,,2,
openai/openai-python,glecaros,,,,,2,
openai/openai-python,hponde,,,,,2,
openai/openai-python,nfcampos,United Kingdom,London,51.5072,-0.1276,2,London
openai/openai-python,NinoRisteski,,,,,2,"Skopje, Macedonia"
openai/openai-python,paper42,,,,,2,Czech Republic
openai/openai-python,Someet-Git,India,Bangalore,12.9716,77.5946,1,India
openai/openai-python,ShreehariVaasishta,,,,,1,
openai/openai-python,Showmick119,United States,San Francisco,37.7749,-122.4194,1,"atlanta, georgia, united states"
openai/openai-python,shapor,United States,San Francisco,37.7749,-122.4194,1,"San Francisco, CA"
openai/openai-python,spokeydokeys,,,,,1,
openai/openai-python,serinamarie,,,,,1,Remote 
openai/openai-python,skozlovf,,,,,1,Russia
microsoft/LightGBM,jameslamb,,,,,925,"Chicago, IL"
microsoft/LightGBM,StrikerRUS,,,,,898,"Moscow, Russia"
microsoft/LightGBM,guolinke,,,,,820,
microsoft/LightGBM,wxchan,,,,,94,
microsoft/LightGBM,Laurae2,,,,,80,
microsoft/LightGBM,shiyu1994,,,,,68,
microsoft/LightGBM,chivee,China,Beijing,39.9042,116.4074,59,Beijing
microsoft/LightGBM,jmoralez,,,,,58,México
microsoft/LightGBM,henry0312,Japan,Tokyo,35.6762,139.6503,47,"Tokyo, Japan"
microsoft/LightGBM,david-cortes,,,,,34,
microsoft/LightGBM,btrotta,Australia,Sydney,-33.8688,151.2093,25,"Melbourne, Australia"
microsoft/LightGBM,zyxue,,,,,23,Los Angeles
microsoft/LightGBM,borchero,,,,,21,Munich
microsoft/LightGBM,imatiach-msft,,,,,18,"Cambridge, MA"
microsoft/LightGBM,xuehui1991,China,Beijing,39.9042,116.4074,16,Beijing
microsoft/LightGBM,AlbertoEAF,,,,,15,
microsoft/LightGBM,nicklamiller,,,,,15,San Diego
microsoft/LightGBM,huanzhang12,,,,,14,Urbana-Champaign
microsoft/LightGBM,cyfdecyf,,,,,13,
microsoft/LightGBM,dependabot[bot],,,,,10,
microsoft/LightGBM,wagner-austin,,,,,9,"Irvine, CA"
microsoft/LightGBM,cbecker,,,,,9,
microsoft/LightGBM,svotaw,,,,,8,
microsoft/LightGBM,zhangyafeikimi,China,Beijing,39.9042,116.4074,8,"Guangzhou, Guangdong, China"
microsoft/LightGBM,mjmckp,,,,,8,
microsoft/LightGBM,thomasjpfan,United States,New York,40.7128,-74.006,8,New York City
microsoft/LightGBM,mayer79,,,,,8,
microsoft/LightGBM,ffineis,,,,,8,Chicago
microsoft/LightGBM,yanyachen,,,,,7,
microsoft/LightGBM,Allardvm,Netherlands,Amsterdam,52.3676,4.9041,7,"Utrecht, The Netherlands"
microsoft/LightGBM,kant,,,,,6,Planet Earth...
microsoft/LightGBM,NovusEdge,,,,,6,"Lahti, Finland"
microsoft/LightGBM,daguirre11,,,,,6,
microsoft/LightGBM,ClimbsRocks,,,,,5,Berkeley
microsoft/LightGBM,vnherdeiro,,,,,5,Between Good and Bad
microsoft/LightGBM,sayantan1410,,,,,5,Kalyani 
microsoft/LightGBM,remcob-gr,,,,,5,
microsoft/LightGBM,olofer,,,,,5,
microsoft/LightGBM,nabokovas,,,,,5,"Moscow, Russia"
microsoft/LightGBM,IdoKendo,,,,,5,
dmlc/xgboost,trivialfis,,,,,1922,
dmlc/xgboost,tqchen,,,,,1800,
dmlc/xgboost,hcho3,,,,,551,"Las Vegas, NV"
dmlc/xgboost,pommedeterresautee,France,Paris,48.8566,2.3522,301,"Paris, France"
dmlc/xgboost,hetong007,China,Shanghai,31.2304,121.4737,262,Shanghai
dmlc/xgboost,RAMitchell,Germany,Berlin,52.52,13.405,222,"Cologne, Germany"
dmlc/xgboost,CodingCat,,,,,197,Seattle
dmlc/xgboost,terrytangyuan,United States,San Francisco,37.7749,-122.4194,174,USA
dmlc/xgboost,dependabot[bot],,,,,158,
dmlc/xgboost,rongou,,,,,131,"Palo Alto, CA"
dmlc/xgboost,david-cortes,,,,,126,
dmlc/xgboost,wbo4958,,,,,126,
dmlc/xgboost,khotilov,,,,,107,
dmlc/xgboost,jameslamb,,,,,78,"Chicago, IL"
dmlc/xgboost,razdoburdin,Germany,Berlin,52.52,13.405,61,"Munich, Germany"
dmlc/xgboost,nachocano,United States,San Francisco,37.7749,-122.4194,54,United States
dmlc/xgboost,giuliohome,,,,,45,
dmlc/xgboost,kalenhaha,,,,,42,
dmlc/xgboost,cblsjtu,China,Shanghai,31.2304,121.4737,31,"Shanghai, China"
dmlc/xgboost,Far0n,Germany,Berlin,52.52,13.405,30,Germany
dmlc/xgboost,AbdealiLoKo,,,,,28,Bengaluru
dmlc/xgboost,JohanManders,Netherlands,Amsterdam,52.3676,4.9041,26,The Netherlands
dmlc/xgboost,superbobry,United Kingdom,London,51.5072,-0.1276,26,"London, UK"
dmlc/xgboost,canonizer,Germany,Berlin,52.52,13.405,24,"Munich, Germany"
dmlc/xgboost,jseabold,,,,,23,"Nashville, TN"
dmlc/xgboost,yanqingmen,,,,,22,Shenzhen
dmlc/xgboost,antinucleon,,,,,22,
dmlc/xgboost,ShvetsKS,,,,,21,
dmlc/xgboost,phunterlau,,,,,21,Iceland
dmlc/xgboost,ajkl,,,,,20,
dmlc/xgboost,sinhrks,Japan,Tokyo,35.6762,139.6503,20,"Tokyo, Japan"
dmlc/xgboost,sriramch,,,,,19,
dmlc/xgboost,chenqin,,,,,17,
dmlc/xgboost,WeichenXu123,,,,,12,
dmlc/xgboost,sperlingxx,,,,,11,
dmlc/xgboost,Yunni,,,,,10,
dmlc/xgboost,pseudotensor,,,,,9,College Park
dmlc/xgboost,ClimbsRocks,,,,,9,Berkeley
dmlc/xgboost,yepyao,China,Shanghai,31.2304,121.4737,9,"Shanghai, China"
dmlc/xgboost,EricChenDM,China,Beijing,39.9042,116.4074,9,Shanghai;Beijing
facebookresearch/faiss,mdouze,France,Paris,48.8566,2.3522,341,Paris
facebookresearch/faiss,algoriddle,,,,,110,
facebookresearch/faiss,beauby,France,Paris,48.8566,2.3522,105,Paris
facebookresearch/faiss,r-barnes,,,,,88,
facebookresearch/faiss,scsiguy,,,,,70,
facebookresearch/faiss,alibeklfc,,,,,68,
facebookresearch/faiss,alexanderguzhva,,,,,63,
facebookresearch/faiss,ramilbakhshyiev,,,,,57,
facebookresearch/faiss,junjieqi,,,,,54,
facebookresearch/faiss,wickedfoo,,,,,43,"Jackson, WY"
facebookresearch/faiss,tarang-jain,,,,,27,"Santa Clara, CA"
facebookresearch/faiss,KinglittleQ,,,,,27,hangzhou
facebookresearch/faiss,kuarora,,,,,22,
facebookresearch/faiss,gtwang01,,,,,16,
facebookresearch/faiss,ddrcoder,United States,San Francisco,37.7749,-122.4194,16,United States
facebookresearch/faiss,h-vetinari,,,,,15,
facebookresearch/faiss,limqiying,,,,,15,California
facebookresearch/faiss,mlomeli1,,,,,15,
facebookresearch/faiss,ava57r,,,,,13,Russia
facebookresearch/faiss,maxwbuckley,,,,,13,"Zurich, Switzerland"
facebookresearch/faiss,Enet4,,,,,11,Portugal
facebookresearch/faiss,wx257osn2,,,,,11,
facebookresearch/faiss,vorj,,,,,11,
facebookresearch/faiss,satymish,,,,,9,
facebookresearch/faiss,fxdawnn,,,,,9,"Santa Cruz, CA"
facebookresearch/faiss,chasingegg,China,Shanghai,31.2304,121.4737,8,"Shanghai, China"
facebookresearch/faiss,bshethmeta,,,,,8,
facebookresearch/faiss,aknayar,United States,New York,40.7128,-74.006,8,"New York, NY"
facebookresearch/faiss,jinsolp,,,,,7,"Santa Clara, California"
facebookresearch/faiss,kyamagu,Japan,Tokyo,35.6762,139.6503,7,"Tokyo, Japan"
facebookresearch/faiss,ethanglaser,,,,,6,Seattle
facebookresearch/faiss,AlSchlo,,,,,6,
facebookresearch/faiss,mulugetam,,,,,6,"Chandler, AZ"
facebookresearch/faiss,JAicewizard,,,,,6,
facebookresearch/faiss,trang-nm-nguyen,,,,,6,
facebookresearch/faiss,pankajsingh88,,,,,6,
facebookresearch/faiss,ailzhang,,,,,6,
facebookresearch/faiss,simshi,,,,,5,
facebookresearch/faiss,AbdelrahmanElmeniawy,,,,,5,Egypt
facebookresearch/faiss,cjnolet,United States,San Francisco,37.7749,-122.4194,5,"Maryland, USA"
apache/airflow,potiuk,,,,,4816,Warsaw
apache/airflow,kaxil,United Kingdom,London,51.5072,-0.1276,2005,United Kingdom
apache/airflow,mistercrunch,,,,,1702,"San Mateo, CA"
apache/airflow,ashb,United Kingdom,London,51.5072,-0.1276,945,London
apache/airflow,amoghrajesh,India,Bangalore,12.9716,77.5946,845,Bangalore
apache/airflow,mik-laj,,,,,821,Warsaw
apache/airflow,jedcunningham,,,,,801,"Denver, CO"
apache/airflow,jscheffl,Germany,Berlin,52.52,13.405,695,"Stuttgart, Germany"
apache/airflow,eladkal,,,,,680,"Tel Aviv, Israel"
apache/airflow,ephraimbuddy,,,,,662,Nigeria
apache/airflow,dstandish,,,,,660,
apache/airflow,uranusjr,,,,,634,"Taipei, Taiwan"
apache/airflow,bbovenzi,United States,San Francisco,37.7749,-122.4194,596,United States
apache/airflow,vincbeck,,,,,559,Montreal
apache/airflow,pierrejeambrun,France,Paris,48.8566,2.3522,550,Paris
apache/airflow,bolkedebruin,,,,,538,
apache/airflow,Taragolis,,,,,535,"Georgia, Tbilisi"
apache/airflow,Lee-W,,,,,450,Taiwan
apache/airflow,gopidesupavan,,,,,417,Nottingham
apache/airflow,dependabot[bot],,,,,406,
apache/airflow,hussein-awala,France,Paris,48.8566,2.3522,361,"Paris, France"
apache/airflow,turbaszek,,,,,326,Warsaw
apache/airflow,jlowin,,,,,315,"Washington, DC"
apache/airflow,ferruzzi,,,,,231,"Vancouver, BC"
apache/airflow,o-nikolas,,,,,227,"Vancouver, BC"
apache/airflow,r39132,,,,,216,"Santa Clara, CA"
apache/airflow,bugraoz93,Netherlands,Amsterdam,52.3676,4.9041,212,Amsterdam
apache/airflow,kacpermuda,,,,,212,Warsaw
apache/airflow,josh-fell,,,,,193,
apache/airflow,XD-DENG,,,,,187,CN->SG->CH->US->?
apache/airflow,guan404ming,,,,,173,"Taipei, Taiwan"
apache/airflow,shahar1,,,,,166,
apache/airflow,tirkarthi,India,Bangalore,12.9716,77.5946,164,"Bangalore, India"
apache/airflow,criccomini,,,,,160,"Sunnyvale, CA"
apache/airflow,vatsrahul1001,,,,,159,
apache/airflow,rawwar,,,,,158,Hyderabad
apache/airflow,jason810496,,,,,145,"Taiwan , Tainan"
apache/airflow,artwr,,,,,136,
apache/airflow,sunank200,,,,,134,
apache/airflow,choo121600,United States,San Francisco,37.7749,-122.4194,129,"Busan, Republic of Korea"
prefecthq/prefect,zanieb,,,,,3700,"Minneapolis, MN"
prefecthq/prefect,pleek91,,,,,1491,
prefecthq/prefect,cicdw,,,,,1127,"El Granada, CA"
prefecthq/prefect,jlowin,,,,,1121,"Washington, DC"
prefecthq/prefect,desertaxle,,,,,1094,"Schaumburg, IL"
prefecthq/prefect,dependabot[bot],,,,,1023,
prefecthq/prefect,zzstoatzz,,,,,992,"Chicago, IL"
prefecthq/prefect,anticorrelator,,,,,991,
prefecthq/prefect,znicholasbrown,,,,,991,Washington DC
prefecthq/prefect,zangell44,,,,,890,"Boston, MA"
prefecthq/prefect,devin-ai-integration[bot],,,,,838,
prefecthq/prefect,stackoverfloweth,,,,,469,"Janesville, WI"
prefecthq/prefect,discdiver,,,,,421,Washington DC
prefecthq/prefect,zhen0,United States,New York,40.7128,-74.006,373,"New York, NY"
prefecthq/prefect,peytonrunyan,,,,,348,
prefecthq/prefect,bunchesofdonald,,,,,336,"South Bend, IN"
prefecthq/prefect,chrisguidry,United States,San Francisco,37.7749,-122.4194,336,"Maine, USA"
prefecthq/prefect,serinamarie,,,,,274,Remote 
prefecthq/prefect,github-actions[bot],,,,,273,
prefecthq/prefect,jakekaplan,,,,,265,"Boston, MA"
prefecthq/prefect,marvin-robot,,,,,228,"Washington, DC"
prefecthq/prefect,devinvillarosa,,,,,204,
prefecthq/prefect,tpdorsey,,,,,157,VT
prefecthq/prefect,ahuang11,,,,,133,
prefecthq/prefect,anna-geller,Germany,Berlin,52.52,13.405,123,"Berlin, Germany"
prefecthq/prefect,aaazzam,United States,New York,40.7128,-74.006,102,New York City
prefecthq/prefect,ThatGalNatalie,,,,,84,"Los Angeles, CA"
prefecthq/prefect,marichka-offen,,,,,78,"Sterling, VA"
prefecthq/prefect,kevingrismore,,,,,77,
prefecthq/prefect,collincchoy,,,,,56,
prefecthq/prefect,urimandujano,,,,,51,"Chicago, Illinois"
prefecthq/prefect,rpeden,Canada,Toronto,43.6532,-79.3832,45,Toronto
prefecthq/prefect,dylanbhughes,,,,,42,"Wake Forest, NC"
prefecthq/prefect,brandonreid,,,,,38,"Halifax, NS"
prefecthq/prefect,khuyentran1401,United States,San Francisco,37.7749,-122.4194,31,United States
prefecthq/prefect,jeanluciano,,,,,31,Chicago
prefecthq/prefect,parkedwards,,,,,31,
prefecthq/prefect,seanpwlms,,,,,30,
prefecthq/prefect,daniel-prefect,,,,,27,
prefecthq/prefect,EmilRex,,,,,23,"Richmond, VA"
streamlit/streamlit,lukasmasuch,Germany,Berlin,52.52,13.405,1291,Berlin
streamlit/streamlit,tvst,,,,,1224,
streamlit/streamlit,treuille,United States,San Francisco,37.7749,-122.4194,1043,San Francisco
streamlit/streamlit,dependabot[bot],,,,,840,
streamlit/streamlit,tconkling,,,,,485,Philadelphia
streamlit/streamlit,mayagbarnes,,,,,375,
streamlit/streamlit,sfc-gh-bnisco,,,,,282,"Seattle, WA"
streamlit/streamlit,kmcgrady,,,,,260,"Seattle, WA"
streamlit/streamlit,vdonato,United States,New York,40.7128,-74.006,257,"New York, NY"
streamlit/streamlit,aaj-st,,,,,249,
streamlit/streamlit,sfc-gh-lwilby-1,,,,,216,
streamlit/streamlit,kantuni,,,,,199,
streamlit/streamlit,kajarenc,,,,,192,"Yerevan , Armenia"
streamlit/streamlit,AnOctopus,,,,,173,Berkeley
streamlit/streamlit,karriebear,,,,,142,
streamlit/streamlit,sfc-gh-nbellante,,,,,125,
streamlit/streamlit,willhuang1997,,,,,125,
streamlit/streamlit,raethlein,Germany,Berlin,52.52,13.405,117,Berlin
streamlit/streamlit,jrhone,,,,,116,
streamlit/streamlit,snehankekre,,,,,104,Bali
streamlit/streamlit,arraydude,,,,,95,Argentina
streamlit/streamlit,akrolsmir,,,,,82,
streamlit/streamlit,github-actions[bot],,,,,74,
streamlit/streamlit,sfc-gh-dmatthews,,,,,72,
streamlit/streamlit,sfc-gh-kbregula,,,,,70,
streamlit/streamlit,domoritz,,,,,57,Pittsburgh
streamlit/streamlit,jrieke,Germany,Berlin,52.52,13.405,56,"Berlin, Germany"
streamlit/streamlit,sfc-gh-tteixeira,,,,,55,
streamlit/streamlit,sfc-gh-wihuang,,,,,49,
streamlit/streamlit,sfc-gh-tszerszen,,,,,42,"Warsaw, Poland"
streamlit/streamlit,sfc-gh-pchiu,,,,,42,
streamlit/streamlit,harahu,,,,,39,"Oslo, Norway"
streamlit/streamlit,monchier,,,,,32,
streamlit/streamlit,randyzwitch,,,,,31,Greater Philadelphia Area
streamlit/streamlit,sfc-gh-jgarcia,,,,,26,"Buenos Aires, Argentina"
streamlit/streamlit,nthmost,United States,San Francisco,37.7749,-122.4194,26,"San Francisco, CA"
streamlit/streamlit,erikhopf,,,,,21,
streamlit/streamlit,whitphx,Japan,Tokyo,35.6762,139.6503,20,"Tokyo, Japan"
streamlit/streamlit,kellyamanda,,,,,19,
streamlit/streamlit,sfc-gh-mnowotka,,,,,17,Warsaw
gradio-app/gradio,abidlabs,,,,,1317,
gradio-app/gradio,freddyaboulton,,,,,721,Miami
gradio-app/gradio,pngwn,United Kingdom,London,51.5072,-0.1276,702,"London, UK"
gradio-app/gradio,aliabd,,,,,654,
gradio-app/gradio,dawoodkhan82,,,,,565,
gradio-app/gradio,aliabid94,,,,,386,
gradio-app/gradio,hannahblair,,,,,310,remote
gradio-app/gradio,omerXfaruq,,,,,227,Istanbul
gradio-app/gradio,whitphx,Japan,Tokyo,35.6762,139.6503,180,"Tokyo, Japan"
gradio-app/gradio,gradio-pr-bot,,,,,109,
gradio-app/gradio,ikaharudin,,,,,101,
gradio-app/gradio,renovate[bot],,,,,96,
gradio-app/gradio,testaliabid,,,,,79,
gradio-app/gradio,github-actions[bot],,,,,37,
gradio-app/gradio,akx,,,,,36,Finland
gradio-app/gradio,AK391,,,,,25,
gradio-app/gradio,dependabot[bot],,,,,18,
gradio-app/gradio,cbensimon,France,Paris,48.8566,2.3522,18,Paris
gradio-app/gradio,contrastive-vae,,,,,16,
gradio-app/gradio,Wauplin,,,,,15,
gradio-app/gradio,eltociear,Japan,Tokyo,35.6762,139.6503,14,"Tokyo, Japan"
gradio-app/gradio,space-nuko,,,,,14,
gradio-app/gradio,hysts,,,,,13,
gradio-app/gradio,julien-c,,,,,13,"Brooklyn, NY"
gradio-app/gradio,gary149,France,Paris,48.8566,2.3522,10,Paris
gradio-app/gradio,deckar01,United States,San Francisco,37.7749,-122.4194,9,"Tulsa, OK, USA"
gradio-app/gradio,badbye,China,Beijing,39.9042,116.4074,8,China
gradio-app/gradio,cswamy,,,,,8,
gradio-app/gradio,radames,United States,San Francisco,37.7749,-122.4194,8,San Francisco Bay Area
gradio-app/gradio,elgeish,,,,,8,"Santa Clara, CA"
gradio-app/gradio,Col0ring,,,,,7,
gradio-app/gradio,Cassini-chris,Germany,Berlin,52.52,13.405,7,"Munich, Germany"
gradio-app/gradio,Ian-GL,,,,,7,"Madrid, Spain"
gradio-app/gradio,yvrjsharma,,,,,7,
gradio-app/gradio,majiayu000,China,Beijing,39.9042,116.4074,7,China BeiJing
gradio-app/gradio,tomchang25,,,,,6,
gradio-app/gradio,osanseviero,,,,,6,Zürich
gradio-app/gradio,shubhamofbce,,,,,6,"Patna, Bihar"
gradio-app/gradio,meg-huggingface,,,,,6,
gradio-app/gradio,JackismyShephard,,,,,5,
run-llama/llama_index,logan-markewich,,,,,1280,"Saskatoon, Saskatchewan"
run-llama/llama_index,jerryjliu,,,,,922,
run-llama/llama_index,dependabot[bot],,,,,473,
run-llama/llama_index,Disiok,United States,San Francisco,37.7749,-122.4194,210,San Francisco
run-llama/llama_index,nerdai,Canada,Toronto,43.6532,-79.3832,169,Toronto
run-llama/llama_index,masci,,,,,157,Italy
run-llama/llama_index,hatianzhang,,,,,135,
run-llama/llama_index,ravi03071991,United States,San Francisco,37.7749,-122.4194,104,San Francisco
run-llama/llama_index,AstraBert,Germany,Berlin,52.52,13.405,102,Germany
run-llama/llama_index,seldo,United States,San Francisco,37.7749,-122.4194,88,"San Francisco, CA"
run-llama/llama_index,jamesbraza,United States,San Francisco,37.7749,-122.4194,69,"San Francisco Bay Area, CA, USA"
run-llama/llama_index,sourabhdesai,United States,San Francisco,37.7749,-122.4194,58,"San Francisco, CA"
run-llama/llama_index,EmanuelCampos,,,,,43,
run-llama/llama_index,Javtor,,,,,31,"Cali, Colombia"
run-llama/llama_index,mattf,,,,,29,
run-llama/llama_index,tomasonjo,,,,,28,
run-llama/llama_index,Florian-BACHO,France,Paris,48.8566,2.3522,27,"Paris, France"
run-llama/llama_index,adrianlyjak,,,,,26,
run-llama/llama_index,nfiacco,United States,San Francisco,37.7749,-122.4194,24,"San Francisco, CA"
run-llama/llama_index,leehuwuj,,,,,22,Vietnam
vllm-project/vllm,DarkLight1337,,,,,892,Hong Kong
vllm-project/vllm,WoosukKwon,,,,,777,"Berkeley, CA"
vllm-project/vllm,mgoin,,,,,516,Boston
vllm-project/vllm,hmellor,,,,,477,
vllm-project/vllm,youkaichao,China,Beijing,39.9042,116.4074,470,"Beijing, China"
vllm-project/vllm,Isotr0py,China,Beijing,39.9042,116.4074,405,"Guangdong, China"
vllm-project/vllm,njhill,,,,,357,"San Jose, California"
vllm-project/vllm,yewentao256,,,,,284,Boston
vllm-project/vllm,jeejeelee,China,Beijing,39.9042,116.4074,283,"Chengdu, China"
vllm-project/vllm,ywang96,,,,,207,
vllm-project/vllm,LucasWilkinson,,,,,198,
vllm-project/vllm,AndreasKaratzas,,,,,192,"Austin, TX"
vllm-project/vllm,simon-mo,,,,,191,"Berkeley, CA"
