repo,issue_id,title,state,created_at,closed_at,issue_type
apache/echarts,19876,[Bug] 手机端 使用ecahrts  contextmenu  点击事件无法获取,closed,2024-04-29,2026-05-06,Bug
baidu/amis,10788,请问如何解决请求CORS问题,open,2024-08-16,,Question
baidu/amis,21298,问，咱们这个项目是不是噶了啊，半年没更新了，好可惜,open,2026-02-05,,Question
baidu/amis,21346,AI编程能不能接着维护amis？,open,2026-02-28,,Question
baidu/amis,21275,开发团队是不是弃坑了？4个月没有发版了。。。,closed,2026-01-25,2026-01-25,Question
baidu/amis,21396,安全问题：数据映射truncate存在xss漏洞,closed,2026-04-03,2026-04-03,Question
baidu/amis,10298,报错mobx-state-tree,closed,2024-05-23,2024-05-23,Question
baidu/amis,6005,希望app模式下增加多页标签模式,open,2023-01-01,,Question
baidu/amis,915,aside 和 body 如何进行数据交互,closed,2020-09-02,2021-01-29,Question
baidu/amis,11219,js sdk 6.9版本，date组件启用fromNow默认显示英文,open,2024-11-19,,Question
baidu/amis,21349,接口调用成功，但同时提示保存失败,closed,2026-03-12,2026-03-12,Question
baidu/amis,14572,Jak skontaktować się z Etihad Airways? (Etihad Airways polska infolinia),closed,2025-10-27,2025-10-29,Question
baidu/amis,21348,希望input-date组件增加emptyValue属性,open,2026-03-10,,Question
baidu/amis,14571,Jak skontaktować się z Emirates? (Emirates polska infolinia),closed,2025-10-27,2025-10-29,Question
baidu/amis,14573,Jak dzwonić na infolinię Wizz Air? (Wizz Air polska infolinia),closed,2025-10-27,2025-10-29,Question
baidu/amis,14569,Jak skontaktować się z Turkish Airlines w Polsce? [Turkish Airlines polska],closed,2025-10-27,2025-10-29,Question
baidu/amis,7839,"input-table通过hiddenOn控制columns显示和隐藏,不生效",open,2023-08-15,,Question
baidu/amis,21347,"不使用amis-editor的情况下怎么通过dom审查节点获取点击dom对应schema里的Id,发现type=container是默认带data-id的，其他输入，下拉等都获取不到点击的id",open,2026-03-02,,Question
baidu/amis,21324,Wie kann ich TAP Portugal erreichen?,closed,2026-02-17,2026-02-17,Question
Tencent/ncnn,5734,The last channel handling logic in the SSE version of ShuffleChannel cause buffer-overflow,closed,2024-10-14,2026-05-09,Compatibility
Tencent/ncnn,6684,在 Mali-G31 GPU 上 Vulkan 后端初始化失败：vkCreateDevice failed -8,open,2026-04-17,,Bug
Tencent/ncnn,6321,feature plan,open,2025-09-16,,Feature Request
misskey-dev/misskey,15478,Dependency Dashboard,open,2025-02-13,,Question
misskey-dev/misskey,17387,LLM向けのドキュメントを追加・充実,open,2026-05-10,,Question
misskey-dev/misskey,17378,ロール設定「チャンネルの作成」の「はい／いいえ」が表示されない,closed,2026-05-06,2026-05-10,Question
misskey-dev/misskey,17348,"デッキのカラムから開いたアンテナ・リストの編集ウィンドウのみ、""ポップアウト, ""新しいタブで表示"", ""リンクをコピー""した場合に誤ったリンクが与えられる",closed,2026-04-27,2026-05-10,Question
misskey-dev/misskey,9859,ユーザ検索画面で自分自身が検索結果に表示されない,closed,2023-02-10,2026-05-09,Question
misskey-dev/misskey,13806,Automatically generate emoji data from the data provided by Unicode,closed,2024-05-07,2026-05-09,Question
misskey-dev/misskey,17382,ドライブのファイル更新操作がUI側に即座に反映されない,closed,2026-05-09,2026-05-09,Question
misskey-dev/misskey,10859,カスタム絵文字ライセンスを連合してほしい,closed,2023-05-17,2025-01-14,Question
misskey-dev/misskey,12792,インストール対象のテーマとbuilt-inのテーマでidが被った時のエラーメッセージが分かりづらい,closed,2023-12-25,2026-05-07,Question
misskey-dev/misskey,17321,テーマエディタを単一ページで開いた際、最初の変更のみ適用される,closed,2026-04-17,2026-05-07,Question
misskey-dev/misskey,12793,カスタムテーマについて、インストール済みのものとIDが重複しているとプレビューに失敗するが、エラーは表示されない,closed,2023-12-25,2026-05-07,Question
misskey-dev/misskey,347,天気ウィジェット,open,2017-03-27,,Question
misskey-dev/misskey,2148,ユーザーページにそのユーザーが投票したアンケートを表示する,open,2018-08-10,,Question
misskey-dev/misskey,1724,リンクプレビューで、URLがActivityPubのオブジェクトとして取得できそうだったらいい感じに表示する,open,2018-06-17,,Question
nextcloud/server,60179,[Bug]: Dashboard/weather widget is no longer localised (english only),open,2026-05-06,,Bug
nextcloud/server,59458,Move file after chunked upload instead of copying,open,2026-04-05,,Question
nextcloud/server,60288,"AppAPI: OVERRIDE_APP_HOST inaccessible via any official interface, causing APP_HOST=127.0.0.1 on remote Docker deployments and breaking Ex-App heartbeat",open,2026-05-10,,Documentation
nextcloud/server,59036,[Bug]: Nextcloud 33 cron.php uses a lot of CPU / postgres activity,open,2026-03-18,,Bug
nextcloud/server,60156,[Bug]: Invite guest by email doesn't work,closed,2026-05-05,2026-05-10,Bug
nextcloud/server,60287,[Bug]: `trusted_proxies` ignoring CIDRs larger than `/13`,open,2026-05-10,,Bug
nextcloud/server,44315,[Bug]: Invalid mimetypelist.js hash,open,2024-03-19,,Bug
nextcloud/server,36150,allow groups to be member or admin of other groups,open,2023-01-16,,Question
nextcloud/server,60170,"[Bug]: ""Resend welcome email"" does not contain link to set initial password #41005 in Nextcloud Hub 26 Winter (33.0.3)",open,2026-05-05,,Bug
home-assistant/core,170275,Overkiz : Somfy Elixo Smart IO cover state always unknown since 2026.5.1 (regression),open,2026-05-10,,Question
home-assistant/core,170282,Switchbot Cloud no longer syncing data to Home Assistant,open,2026-05-10,,Question
home-assistant/core,148268,Missing status types for DE domains,open,2025-07-06,,Question
home-assistant/core,168340,zstd breaks installs for *many* legacy Synology users,open,2026-04-16,,Installation
home-assistant/core,167791,Lost Connection to Fritz!SmartHome again,closed,2026-04-09,2026-04-10,Question
home-assistant/core,170152,Overkiz: Somfy Dexxo Smart 1000 io cover state always unknown since 2026.5.0 (regression),closed,2026-05-08,2026-05-09,Question
home-assistant/core,170175,hassio.backup_partial fails with AttributeError: 'str' object has no attribute 'value' when folders are specified,open,2026-05-09,,Bug
home-assistant/core,169721,qBittorrent fails authentication with qBittorrent v5.2.0,closed,2026-05-04,2026-05-10,Bug
home-assistant/core,170267,IMGW-PIB configuration fails with AttributeError: 'NoneType' object has no attribute 'lower' in _extract_hydrological_alert,closed,2026-05-09,2026-05-10,Bug
home-assistant/core,165734,Wyoming satellite (Assist Microphone) wake word detection broken: pipeline crashes with KeyError: 'tts_output' and wake-provider-missing,open,2026-03-16,,Bug
home-assistant/core,170281,Core Update 2026.5.1 will not update,open,2026-05-10,,Question
home-assistant/core,170280,Blueprints show PosixPath error,closed,2026-05-10,2026-05-10,Bug
openhab/openhab-addons,20677,[worxlandroid] HTTP Error 405,closed,2026-05-07,2026-05-10,Bug
openhab/openhab-addons,20696,[ipcamera] pan tilt zoom and “return to monitor point” are not working,open,2026-05-10,,Question
openhab/openhab-addons,20695,[ipcamera] Add ai detection functions available for new cameras (e.g.:  AI baby crying detection+ for reolink E1 zoom),open,2026-05-10,,Feature Request
openhab/openhab-addons,20425,[icloud] Account-Thing does not go online - 2FA-Code required but not pushed,open,2026-03-22,,Question
openhab/openhab-addons,20644,[smsmodem] Binding v5.0.0-5.1.4 eats up to 100% of the processor time,open,2026-04-28,,Question
openhab/openhab-addons,20099,[entsoe] Support areas with multiple market prices like Germany (10Y1001A1001A82H),closed,2026-01-18,2026-05-09,Feature Request
openhab/openhab-addons,20682,[matter] thread device toggling between states when works correctly with Google Home,open,2026-05-07,,Question
openhab/openhab-addons,20688,Image widget for ffmpeg camera works on Layout page but image camera does not work on Sitemap page for OH version 5.1.4,open,2026-05-09,,Compatibility
openhab/openhab-addons,20668,[elitealarm] New binding to support AAP ECi Alarm Panels,open,2026-05-06,,Feature Request
openhab/openhab-addons,18807,[jdbc] Enhancement on JDBC data management for items,closed,2025-06-16,2026-05-08,Feature Request
screenpipe/screenpipe,3328,"[feature] support video, audio and new transcription models",open,2026-05-10,,Feature Request
screenpipe/screenpipe,3144,"Audio recording silently stops mid-session when Bluetooth device (AirPods) is reused by another app, despite ""ON"" status",closed,2026-04-29,2026-05-10,Question
screenpipe/screenpipe,3317,fix: ORT panics on initialization cause daily crashes,closed,2026-05-09,2026-05-10,Bug
screenpipe/screenpipe,3247,issue-solver: no high-confidence work today (2026-05-06),closed,2026-05-06,2026-05-10,Question
screenpipe/screenpipe,3256,issue-solver: no high-confidence work today (2026-05-06),closed,2026-05-06,2026-05-10,Question
screenpipe/screenpipe,3265,issue-solver: no high-confidence work on 2026-05-07,closed,2026-05-07,2026-05-10,Question
screenpipe/screenpipe,3325,issue-solver: no high-confidence work today (2026-05-10),closed,2026-05-10,2026-05-10,Question
screenpipe/screenpipe,3304,[feature] better permission ux when it's broken,open,2026-05-09,,Feature Request
screenpipe/screenpipe,3312,[feature] improve update ux,open,2026-05-09,,Feature Request
screenpipe/screenpipe,3314,[feature] support browser auth on windows,open,2026-05-09,,Feature Request
screenpipe/screenpipe,3323,"It says ""timeline is not available, connection error.""",open,2026-05-10,,Bug
OSGeo/grass,2781,Dependency Dashboard,open,2023-01-23,,Question
OSGeo/grass,7374,[Bug] Revise Assign Milestone Workflow,open,2026-05-08,,Bug
photoprism/photoprism,5024,AI: Add support for Model Context Protocol (MCP),open,2025-05-24,,Feature Request
photoprism/photoprism,5543,Docker: Upgrade base images to Ubuntu 26.04 LTS (Resolute Raccoon),open,2026-04-27,,Documentation
photoprism/photoprism,5536,MCP: Add `--disable-mcp` flag to optionally disable the MCP API endpoint,open,2026-04-18,,Feature Request
photoprism/photoprism,4488,FFmpeg: Improve the quality of HDR video thumbnails,open,2024-08-29,,Question
photoprism/photoprism,5542,Build: Add Debian 13 (Trixie) base images,closed,2026-04-27,2026-05-10,Feature Request
photoprism/photoprism,3977,RAW: Building Darktable from Source,closed,2024-01-03,2026-05-10,Installation
photoprism/photoprism,5509,Images: Add native HEIC/HEIF and AVIF support,open,2026-04-01,,Feature Request
photoprism/photoprism,5567,Config: Improve auto-detection of indexing worker count,open,2026-05-10,,Question
photoprism/photoprism,5564,Does not generate captions on import,closed,2026-05-07,2026-05-08,Question
photoprism/photoprism,1308,Duplicates: Display duplicated files with option to delete,open,2021-05-20,,Question
photoprism/photoprism,4966,Viewer: Make information on the sidebar editable,open,2025-04-25,,Question
photoprism/photoprism,5559,"Frontend: Upgrade ESLint, webpack-cli, and related lint tooling majors",open,2026-05-05,,Question
photoprism/photoprism,5561,Frontend: Audit and remove orphan dependencies left from past migrations,open,2026-05-05,,Question
photoprism/photoprism,5560,Frontend: Upgrade Vitest test runner from v3 to v4,open,2026-05-05,,Question
photoprism/photoprism,5546,"Frontend: Rename PServiceEdit prop ""model"" to ""service"" to clear lint warnings",open,2026-04-27,,Question
photoprism/photoprism,5558,Settings: Editing the password or API key of an existing webdav service is not saved,open,2026-05-05,,Question
photoprism/photoprism,5535,Search: Add NOT & AND operators to label filter,open,2026-04-17,,Feature Request
photoprism/photoprism,5538,UX: Country & Time Zone selects close immediately after activation,open,2026-04-23,,Question
photoprism/photoprism,5531,Labels: Renaming a label and adding it again by its previous name creates a duplicate,open,2026-04-16,,Feature Request
photoprism/photoprism,5452,Frontend: Upgrade Vuetify to ^3.12.0 with VList fixes,closed,2026-02-22,2026-05-04,Question
photoprism/photoprism,5557,Frontend: Evaluate upgrade from Vuetify 3.12.2 to Vuetify 4,open,2026-05-04,,Question
photoprism/photoprism,5556,Frontend: Clear stale .v-field--focused on v-autocomplete after focus moves,open,2026-05-04,,Question
EnzymeAD/Enzyme,2733,Add Rust weekly meeting to calendar?,open,2026-03-11,,Feature Request
EnzymeAD/Enzyme,2813,No ReverseAutoDiffOpInterface registration for llvm.insertvalue,closed,2026-05-07,2026-05-07,Question
EnzymeAD/Enzyme,2812,No ReverseAutoDiffOpInterface registration for llvm.insertValue,open,2026-05-07,,Question
EnzymeAD/Enzyme,2811,No ReverseAutoDiffOpInterface registration for llvm.extractvalue,open,2026-05-07,,Question
EnzymeAD/Enzyme,2808,Use implicit interfaces in the Fortran examples,open,2026-05-07,,Documentation
EnzymeAD/Enzyme,2805,Create Fortran module for bindings,open,2026-05-06,,Question
EnzymeAD/Enzyme,2804,Problem compiling simple function using Eigen,open,2026-05-06,,Question
EnzymeAD/Enzyme,2792,Batch an MLIR Region,open,2026-04-22,,Question
EnzymeAD/Enzyme,2774,Caching potentially causes intermittent segfault,open,2026-04-02,,Question
academic/awesome-datascience,610,📝 Add CAJAL — AI for Data Science Research Papers,closed,2026-05-06,2026-05-08,Feature Request
academic/awesome-datascience,607,Add Crypto Pump Scanner to Tools section,closed,2026-04-28,2026-05-05,Feature Request
academic/awesome-datascience,605,Add DeepAlpha - ML crypto trading with 72 features and walk-forward validation,closed,2026-04-25,2026-04-26,Feature Request
